Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"BISCHOF, Frank-Peter",Men,GDR,1,0,0
Judo,Judo,open category,M,"UEMURA, Haruki",Men,JPN,0,0,1
Basketball,Basketball,basketball,M,"DELIBASIC, Mirza",Men,YUG,0,1,0
Aquatics,Swimming,200m freestyle,W,"ENDER, Kornelia",Women,GDR,0,0,1
Football,Football,football,M,"BLOKHIN, Oleg",Men,URS,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"LEHMANN, Helma",Women,GDR,0,0,1
Aquatics,Swimming,100m butterfly,M,"VOGEL, Matthew Haynes",Men,USA,0,0,1
Handball,Handball,handball,W,"VOSS, Christina",Women,GDR,0,1,0
Aquatics,Water polo,water polo,M,"SZIVOS, Istvan",Men,HUN,0,0,1
Handball,Handball,handball,M,"KLEMPEL, Jerzy",Men,POL,1,0,0
Fencing,Fencing,foil team,M,"SENS-GORIUS, Erk",Men,FRG,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"YURCHENKO, Vasili",Men,URS,0,1,0
Gymnastics,Artistic G.,pommel horse,M,"ANDRIANOV, Nikolay",Men,URS,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"YORDANOVA, Reni",Women,BUL,0,1,0
Shooting,Shooting,50m running target (30+30 shots),X,"GRESZKIEWICZ, Jerzy",Men,POL,1,0,0
Hockey,Hockey,hockey,M,"CHRISTENSEN, John Hansen",Men,NZL,0,0,1
Rowing,Rowing,double sculls (2x),M,"SCHMIED, Hans-Ulrich",Men,GDR,1,0,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"PARKER, Adrian Philip",Men,GBR,0,0,1
Aquatics,Swimming,4x100m medley relay,W,"COOK-HOGG, Wendy",Women,CAN,1,0,0
Basketball,Basketball,basketball,M,"KICANOVIC, Dragan",Men,YUG,0,1,0
Handball,Handball,handball,W,"LAKI, Katalin",Women,HUN,1,0,0
Football,Football,football,M,"SZYMANOWSKI, Antoni",Men,POL,0,1,0
Hockey,Hockey,hockey,M,"BELL, David",Men,AUS,0,1,0
Aquatics,Swimming,800m freestyle,W,"BABASHOFF, Shirley Farber",Women,USA,0,1,0
Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),M,"FRGIC, Ivan",Men,YUG,0,1,0
Athletics,Athletics,10000m,M,"VIREN, Lasse",Men,FIN,0,0,1
Weightlifting,Weightlifting,"- 52kg, total (flyweight)",M,"VORONIN, Aleksandr",Men,URS,0,0,1
Volleyball,Volleyball,volleyball,M,"PEREZ VENTO MACHADO, Jorge",Men,CUB,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"MOROZOV, Vladimir",Men,URS,0,0,1
Fencing,Fencing,foil individual,M,"TALVARD, Bernard",Men,FRA,1,0,0
Handball,Handball,handball,W,"LELKES, Rozalia",Women,HUN,1,0,0
Boxing,Boxing,57 - 60kg (lightweight),M,"SOLOMIN, Vasili",Men,URS,1,0,0
Equestrian,Eventing,individual,X,"SCHULTZ, Karl",Men,FRG,1,0,0
Sailing,Sailing,470 - Two Person Dinghy,M,"RUFF, Ian",Men,AUS,1,0,0
Fencing,Fencing,épée team,M,"HEHN, Hans-Jürgen",Men,FRG,0,1,0
Aquatics,Swimming,4x200m freestyle relay,M,"DUNNE, David Michael",Men,GBR,1,0,0
Athletics,Athletics,marathon,M,"SHORTER, Frank Charles",Men,USA,0,1,0
Athletics,Athletics,shot put,W,"CHRISTOVA-TODOROVA, Ivanka Mikailova",Women,BUL,0,0,1
Gymnastics,Artistic G.,horizontal bar,M,"TSUKAHARA, Mitsuo",Men,JPN,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,"KORSHUNOVA, Tatyana",Women,URS,0,1,0
Rowing,Rowing,double sculls (2x),M,"HANSEN, Frank",Men,NOR,0,0,1
Hockey,Hockey,hockey,M,"PATEL, Mohan",Men,NZL,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"ROMANOVSKY, Vladimir",Men,URS,0,0,1
Sailing,Sailing,470 - Two Person Dinghy,M,"GOROSTEGUI CEBALLOS, Antonio",Men,ESP,0,1,0
Gymnastics,Artistic G.,individual all-round,W,"COMANECI, Nadia",Women,ROU,0,0,1
Rowing,Rowing,pair without coxswain (2-),W,"GRUITCHEVA-KUBATOVA, Stoyanka",Women,BUL,0,0,1
Athletics,Athletics,triple jump,M,"DE OLIVEIRA, Joao Carlos",Men,BRA,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"ARNEMANN, Raul",Men,URS,1,0,0
Handball,Handball,handball,W,"MEGYERI, Marta",Women,HUN,1,0,0
Volleyball,Volleyball,volleyball,W,"SHIRAI, Takako",Women,JPN,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"AHRENHOLZ, Brigitte",Women,GDR,0,0,1
Boxing,Boxing,48 - 51kg (flyweight),M,"DUVALON CARRION, Ramon",Men,CUB,0,1,0
Handball,Handball,handball,M,"SOKOLOWSKI, Andrzej",Men,POL,1,0,0
Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)",M,"KOROL, Pyotr",Men,URS,0,0,1
Football,Football,football,M,"MATVIENKO, Viktor",Men,URS,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"KELBETCHEVA-BARBULOVA, Siika",Women,BUL,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"WENZEL, Hartmut",Men,FRG,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"REICHE, Rüdiger",Men,GDR,0,0,1
Handball,Handball,handball,M,"COSMA, Adrian",Men,ROU,0,1,0
Shooting,Shooting,50m pistol (60 shots),X,"POTTECK, Uwe",Men,GDR,0,0,1
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"ALDAMA CABRERA, Andres",Men,CUB,0,1,0
Aquatics,Swimming,100m backstroke,M,"MATTHES, Roland",Men,GDR,1,0,0
Volleyball,Volleyball,volleyball,W,"YU, Kyung-Hwa",Women,KOR,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"GRONOWICZ, Andrzej",Men,POL,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"ZIRZOW, Carola",Women,GDR,1,0,0
Aquatics,Water polo,water polo,M,"CASTAGNOLA, Luigi",Men,ITA,0,1,0
Athletics,Athletics,4x100m relay,M,"HAMPTON, Millard Frank Jr.",Men,USA,0,0,1
Athletics,Athletics,4x100m relay,W,"BESFAMILNAYA, Nadezhda",Women,URS,1,0,0
Modern Pentathlon,Modern Pentath.,Individual competition,M,"BARTU, Jan",Men,TCH,1,0,0
Volleyball,Volleyball,volleyball,M,"MARSHALL STEWARD, Leonel",Men,CUB,1,0,0
Sailing,Sailing,single-handed dinghy (Finn),M,"BERTRAND, John Edwin",Men,AUS,1,0,0
Aquatics,Water polo,water polo,M,"HOEPELMAN, Andries",Men,NED,1,0,0
Football,Football,football,M,"WAWROWSKI, Henryk",Men,POL,0,1,0
Basketball,Basketball,basketball,M,"FORD, Philip Jackson, Jr.",Men,USA,0,0,1
Basketball,Basketball,basketball,W,"MARQUIS, Gail Annette",Women,USA,0,1,0
Sailing,Sailing,fleet/match race keelboat open (Soling),X,"ENGELHARDT, Olaf",Men,GDR,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,"ROMANOVSKY, Vladimir",Men,URS,0,1,0
Gymnastics,Artistic G.,vault,M,"TSUKAHARA, Mitsuo",Men,JPN,0,1,0
Equestrian,Jumping,team,X,"ROGUET, Marc",Men,FRA,0,0,1
Aquatics,Swimming,200m backstroke,M,"HARRIGAN, Daniel Lee",Men,USA,1,0,0
Aquatics,Water polo,water polo,M,"DE ZWARTE, Pieter",Men,NED,1,0,0
Football,Football,football,M,"LAUCK, Reinhard",Men,GDR,0,0,1
Aquatics,Swimming,100m freestyle,M,"MONTGOMERY, James Paul",Men,USA,0,0,1
Gymnastics,Artistic G.,team competition,M,"TSUKAHARA, Mitsuo",Men,JPN,0,0,1
Handball,Handball,handball,W,"NAGY, Marianna",Women,HUN,1,0,0
Sailing,Sailing,fleet/match race keelboat open (Soling),X,"GLASGOW, Walter Merrill, Jr.",Men,USA,0,1,0
Equestrian,Eventing,team,X,"ROYCROFT, Wayne",Men,AUS,1,0,0
Fencing,Fencing,foil team,W,"SCHWARCZENBERGER, Ildiko",Women,HUN,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"WOLFGRAMM, Michael",Men,GDR,0,0,1
Wrestling,Wrestling Free.,62 - 68kg (lightweight),M,"PINIGIN, Pavel",Men,URS,0,0,1
Volleyball,Volleyball,volleyball,M,"MARTINEZ HERNANDEZ, Ernesto",Men,CUB,1,0,0
Aquatics,Swimming,200m breaststroke,W,"YURCHENYA, Marina",Women,URS,0,1,0
Gymnastics,Artistic G.,vault,W,"DOMBECK, Carola",Women,GDR,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"BARTU, Jan",Men,TCH,0,1,0
Basketball,Basketball,basketball,M,"SHEPPARD, Steven",Men,USA,0,0,1
Equestrian,Jumping,team,X,"WINKLER, Hans Günter",Men,FRG,0,1,0
Fencing,Fencing,foil team,M,"BACH, Thomas",Men,FRG,0,0,1
Athletics,Athletics,5000m,M,"VIREN, Lasse",Men,FIN,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"RAMOS MISIONE, Luis Gregorio",Men,ESP,0,1,0
Sailing,Sailing,flying dutchman,X,"BROOKE-HOUGHTON, Julian",Men,GBR,0,1,0
Aquatics,Water polo,water polo,M,"VEER, Jan Evert",Men,NED,1,0,0
Rowing,Rowing,coxless pair (2-),M,"STRAUSS, Thomas",Men,FRG,1,0,0
Volleyball,Volleyball,volleyball,M,"VILCHES MORE, Raul",Men,CUB,1,0,0
Gymnastics,Artistic G.,team competition,M,"TIKHONOV, Vladimir",Men,URS,0,1,0
Gymnastics,Artistic G.,individual all-round,M,"KATO, Sawao",Men,JPN,0,1,0
Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,"STOITCHEV, Trendafil",Men,BUL,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"RAJNAI, Klara",Women,HUN,0,1,0
Aquatics,Swimming,200m breaststroke,W,"KOSHEVAYA, Marina",Women,URS,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"WENDISCH, Dieter",Men,GDR,0,0,1
Fencing,Fencing,sabre individual,M,"KROVOPUSKOV, Viktor",Men,URS,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"ESHINOV, Vladimir",Men,URS,0,0,1
Aquatics,Swimming,4x100m medley relay,W,"WRIGHT, Camille",Women,USA,0,1,0
Volleyball,Volleyball,volleyball,M,"GARCIA CAMPOS, Victor",Men,CUB,1,0,0
Modern Pentathlon,Modern Pentath.,Individual competition,M,"LEDNEV, Pavel",Men,URS,0,1,0
Athletics,Athletics,high jump,M,"JOY, Gregory",Men,CAN,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"DECKER, Andreas",Men,GDR,0,0,1
Volleyball,Volleyball,volleyball,M,"BOSEK, Ryszard",Men,POL,0,0,1
Volleyball,Volleyball,volleyball,W,"KATO, Kiyomi",Women,JPN,0,0,1
Athletics,Athletics,110m hurdles,M,"CASANAS RAMIREZ, Alejandro",Men,CUB,0,1,0
Aquatics,Water polo,water polo,M,"MOLNAR, Endre",Men,HUN,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),W,"KROKHINA, Lyudmila",Women,URS,1,0,0
Rowing,Rowing,coxless pair (2-),M,"COFFEY, Calvin Thomas",Men,USA,0,1,0
Boxing,Boxing,63.5 - 67kg (welterweight),M,"GAMARRO, Pedro José",Men,VEN,0,1,0
Aquatics,Swimming,100m butterfly,M,"HALL, Gary Wayne",Men,USA,1,0,0
Gymnastics,Artistic G.,floor exercises,W,"COMANECI, Nadia",Women,ROU,1,0,0
Handball,Handball,handball,M,"KUCHTA, Zygfryd",Men,POL,1,0,0
Aquatics,Diving,10m platform,W,"VAYTSEKHOVSKAYA, Elena",Women,URS,0,0,1
Basketball,Basketball,basketball,M,"MILOSERDOV, Valeri",Men,URS,1,0,0
Volleyball,Volleyball,volleyball,W,"BERGEN, Larisa",Women,URS,0,1,0
Football,Football,football,M,"CROY, Jürgen",Men,GDR,0,0,1
Gymnastics,Artistic G.,team competition,W,"TRUSCA, Gabriela",Women,ROU,0,1,0
Basketball,Basketball,basketball,M,"ARZAMASKOV, Vladimir",Men,URS,1,0,0
Judo,Judo,- 63kg (lightweight),M,"MARIANI, Felice",Men,ITA,1,0,0
Boxing,Boxing,+ 81kg (heavyweight),M,"HILL, Clarence",Men,BER,1,0,0
Handball,Handball,handball,W,"MATZ, Evelyn",Women,GDR,0,1,0
Handball,Handball,handball,W,"BERZSENYI, Maria",Women,HUN,1,0,0
Rowing,Rowing,double sculls (2x),M,"HART, Michael John",Men,GBR,0,1,0
Athletics,Athletics,100m hurdles,W,"ANISIMOVA, Tatiana",Women,URS,0,1,0
Basketball,Basketball,basketball,W,"KLIMOVA, Natalya",Women,URS,0,0,1
Aquatics,Swimming,100m freestyle,W,"ENDER, Kornelia",Women,GDR,0,0,1
Fencing,Fencing,foil team,W,"BOBIS-FERKASINSZKY, Ildiko",Women,HUN,1,0,0
Basketball,Basketball,basketball,M,"GEORGIJEVSKI, Blagoje",Men,YUG,0,1,0
Volleyball,Volleyball,volleyball,W,"KANESAKA, Katsuko",Women,JPN,0,0,1
Athletics,Athletics,4x400m relay,M,"PODLAS, Ryszard",Men,POL,0,1,0
Athletics,Athletics,4x400m relay,M,"KRIEG, Lothar",Men,FRG,1,0,0
Aquatics,Water polo,water polo,M,"KROON, Evert Gerrit",Men,NED,1,0,0
Equestrian,Eventing,team,X,"RETHEMEIER, Helmut",Men,FRG,0,1,0
Fencing,Fencing,foil team,W,"MAROS, Magda",Women,HUN,1,0,0
Handball,Handball,handball,W,"SIEFERT, Silvia",Women,GDR,0,1,0
Gymnastics,Artistic G.,horizontal bar,M,"GIENGER, Eberhard",Men,FRG,1,0,0
Boxing,Boxing,54 - 57kg (featherweight),M,"PAREDES, Juan",Men,MEX,1,0,0
Athletics,Athletics,hammer throw,M,"SPIRIDONOV, Aleksei",Men,URS,0,1,0
Sailing,Sailing,tempest,X,"AKIMENKO, Vladislav",Men,URS,0,1,0
Athletics,Athletics,4x400m relay,M,"HOFMEISTER, Franz-Peter",Men,FRG,1,0,0
Volleyball,Volleyball,volleyball,M,"LASKO, Lech",Men,POL,0,0,1
Boxing,Boxing,75 - 81kg (light-heavyweight),M,"DAFINOIU, Costica",Men,ROU,1,0,0
Aquatics,Swimming,100m freestyle,W,"PRIEMER, Petra",Women,GDR,0,1,0
Gymnastics,Artistic G.,horizontal bar,M,"BOERIO, Henry",Men,FRA,1,0,0
Rowing,Rowing,double sculls (2x),M,"HANSEN, Alf John",Men,NOR,0,0,1
Modern Pentathlon,Modern Pentath.,Team competition,M,"STARNOVSKY, Bohumil",Men,TCH,0,1,0
Basketball,Basketball,basketball,M,"JERKOV, Zeljko",Men,YUG,0,1,0
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"VEBR, Ludvik",Men,TCH,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"DÄHNE, Sabine",Women,GDR,0,1,0
Aquatics,Swimming,100m breaststroke,M,"YOZAITIS, Arvidas",Men,URS,1,0,0
Handball,Handball,handball,M,"TUDOSIE, Constantin",Men,ROU,0,1,0
Handball,Handball,handball,W,"STERBINSZKY, Amalia",Women,HUN,1,0,0
Fencing,Fencing,épée individual,M,"PUSCH, Alexander",Men,FRG,0,0,1
Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,"CZIURA, Grzegorz",Men,POL,0,1,0
Volleyball,Volleyball,volleyball,M,"SELIVANOV, Pavel",Men,URS,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"POLLACK, Andrea",Women,GDR,0,0,1
Cycling,Cycling Track,Team Pursuit (4000m),M,"OSOKIN, Vladimir",Men,URS,0,1,0
Volleyball,Volleyball,volleyball,W,"ROSTOVA, Anna",Women,URS,0,1,0
Cycling,Cycling Road,team time trial,M,"FRANK, Gert",Men,DEN,1,0,0
Basketball,Basketball,basketball,M,"KNEGO, Andro",Men,YUG,0,1,0
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"LORENTSON, Yuri",Men,URS,0,1,0
Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),M,"TOMOV, Aleksandr",Men,BUL,0,1,0
Boxing,Boxing,75 - 81kg (light-heavyweight),M,"SORIA CABRERA, Sixto",Men,CUB,0,1,0
Basketball,Basketball,basketball,W,"FERYABNIKOVA, Nelli",Women,URS,0,0,1
Gymnastics,Artistic G.,vault,M,"KAJIYAMA, Hiroshi",Men,JPN,1,0,0
Aquatics,Swimming,4x100m freestyle relay,W,"PEYTON, Kim Marie",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,"RAJNAI, Klara",Women,HUN,1,0,0
