X1,X2
2.2157220468162624,5.196709687376356
2.4179496873810447,5.253000936644882
3.1587952623062474,6.743255393786864
1.9592186430340774,4.1165779265738935
0.3524374258708012,4.192143725060652
3.439952513242031,5.963078225656028
2.7521199655573825,4.931165611470918
0.829948140020173,3.470426008093168
2.8774841881815387,3.8624501161391445
1.6012566688502499,3.2012659711448395
1.2874206685976914,4.561854813568161
0.9591172938781355,2.3477863876921248
4.233114285372039,8.003974530136183
-0.8895268142679655,3.0411794395918026
1.5800242793409038,4.032789804362403
1.2902445943981395,3.1311436059770585
0.7676993075395606,4.19712508044556
-1.050823473703426,4.590242548760957
1.4180950691563854,3.81781209563995
2.52073063844184,3.7017580084496813
2.3832431733327897,5.0950233570807
1.9065201131710872,5.1644931610033105
1.6410332021868295,5.9551339470736036
1.5050453114295477,4.49541692725142
1.7206072640924095,4.943732982605338
1.2134020546915587,3.1605540191667565
2.289391353887155,5.102953387430709
3.225958494411052,5.640419172564191
1.4547535942281735,5.447919998738597
1.1442660775526272,4.293306915979953
0.7780154661640496,3.472572738218963
1.1913313975133533,4.009739085874038
1.5790326573627518,3.9271281249661576
3.8668124854773516,7.19789098680148
-0.35844150280063203,3.322569444015851
-0.10338871262836435,3.9851899391168812
1.3055416900400618,4.4919035589747445
2.2583329416687166,5.051375339109648
0.24323719717766412,4.365880037139354
1.884642009235005,4.44734830503544
1.16078162369606,4.780516973753866
4.150114568441612,5.060748905270607
2.7049590701288846,4.552407930045906
2.0606349109440663,5.0061018223369365
1.1074802482050288,5.692215908535569
1.0237494834620509,4.270630381188508
1.557087683551356,3.263177596517749
0.566487118510981,3.2883262473396675
1.4740024343227685,3.2398501238500144
2.4988840535851526,6.641246674973303
1.6545997745570697,3.6521293764661564
1.6829347181708356,6.0106712605478805
1.6919102121552252,6.614470872986215
1.9864200135650352,5.817981111161287
1.4688839727918122,5.154028335313844
2.102888836600531,5.039803591464164
2.0261948554196874,3.985073813864574
1.0931754999597827,3.4214356446680254
2.274979913412223,4.293827394409004
4.014823080685359,7.311173728425478
-1.2085930126268831,2.1358502722038764
1.666208047135195,4.398878725345229
1.1706451190912608,4.730393293639648
1.9815070619315334,6.357688386651277
0.42330259998649344,4.026019005007652
1.0770196550319024,4.012829270778224
0.534446583012405,4.015061307490927
2.155774951182244,4.632557934993721
0.5315861955005888,5.108998233160573
3.4908952131668003,5.216445850023691
1.3165442560603984,4.337289272564162
1.1997090551896756,4.417850325160816
0.8702932233767483,5.4492953523182885
3.47075596481664,5.924789890637763
2.52278261386122,3.8485530416223113
0.7291281035787174,5.475939360496965
1.3504002337654457,4.5842290712736435
3.0311287081755145,5.638273143050837
2.0314821336583875,4.776154099559986
-0.018252173113437964,3.3099798412212116
2.4052829511305864,5.873403248820443
0.3895783621669713,4.4691412626767235
0.5870613909307172,2.2362272163275607
2.9702887635139703,4.829846483059883
1.457102886104698,4.982966088095012
0.6152347445054128,3.3468494596304295
1.7149812806366262,4.933018697163286
1.1073243938933437,6.42239481261883
2.906241628295727,6.406212306888613
-0.4049181024778583,2.2125097469926875
1.8799193651522041,4.547983525674951
0.8960013326747983,5.346120578522702
2.714001873982559,7.720779255287221
2.9879767409088247,5.98720021949275
1.571662469911182,5.2610915959262545
2.740975959044894,6.5251398212532585
0.36627004522780227,1.571135766676111
1.694743098663666,3.9757253160807986
1.0891101844201077,4.026859922294154
1.8277788291964496,5.454267778177399
-0.08754791774018189,2.3682611980583164
1.5524551437785523,3.080539037264202
2.1323733036111685,5.8035507501981725
